date,offer_id,impressions,clicks,cart_additions,orders,revenue,returns,price,stock
2026-07-26 14:35:44.238545,O0002,273,13,1,0,0,0,2477,39
2026-07-25 14:35:44.238545,O0002,189,9,1,0,0,0,2351,98
2026-08-23 14:35:44.238545,O0003,25,1,0,0,0,0,2013,20
2026-08-22 14:35:44.238545,O0003,175,4,0,0,0,0,1667,98
2026-08-21 14:35:44.238545,O0003,197,4,0,0,0,0,1685,30
2026-08-20 14:35:44.238545,O0003,169,8,1,0,0,0,1884,88
2026-08-19 14:35:44.238545,O0003,215,10,1,0,0,0,1951,7
2026-08-18 14:35:44.238545,O0003,205,11,2,0,0,0,1140,97
2026-08-17 14:35:44.238545,O0003,88,2,0,0,0,0,1958,68
2026-08-16 14:35:44.238545,O0003,178,3,0,0,0,0,1658,55
2026-08-15 14:35:44.238545,O0003,91,3,0,0,0,0,1438,59
2026-08-14 14:35:44.238545,O0003,401,7,0,0,0,0,2255,84
2026-08-13 14:35:44.238545,O0003,307,13,2,1,1102,0,1770,27
2026-08-12 14:35:44.238545,O0003,101,4,0,0,0,0,1616,10
2026-08-11 14:35:44.238545,O0003,32,1,0,0,0,0,2431,8
2026-08-10 14:35:44.238545,O0003,205,3,0,0,0,0,1141,79
2026-08-09 14:35:44.238545,O0003,206,9,1,0,0,0,2052,89
2026-08-08 14:35:44.238545,O0003,176,9,0,0,0,0,1334,99
2026-08-07 14:35:44.238545,O0003,278,1,0,0,0,0,2279,86
2026-08-06 14:35:44.238545,O0003,253,8,1,0,0,0,2514,80
2026-08-05 14:35:44.238545,O0003,186,11,1,1,1247,0,2259,100
2026-08-04 14:35:44.238545,O0003,287,12,1,0,0,0,1798,1
2026-08-03 14:35:44.238545,O0003,277,4,1,0,0,0,2041,90
2026-08-02 14:35:44.238545,O0003,212,10,0,0,0,0,2202,99
2026-08-01 14:35:44.238545,O0003,84,3,0,0,0,0,1277,35
2026-07-31 14:35:44.238545,O0003,229,7,0,0,0,0,1788,3
2026-07-30 14:35:44.238545,O0003,100,4,0,0,0,0,1797,35
2026-07-29 14:35:44.238545,O0003,282,6,0,0,0,0,1275,30
2026-07-28 14:35:44.238545,O0003,160,3,0,0,0,0,2557,62
2026-07-27 14:35:44.238545,O0003,164,6,0,0,0,0,1727,84
2026-07-26 14:35:44.238545,O0003,91,2,0,0,0,0,1777,45
2026-07-25 14:35:44.238545,O0003,159,4,0,0,0,0,1746,15
2026-08-23 14:35:44.238545,O0004,126,5,1,0,0,0,1333,8
2026-08-22 14:35:44.238545,O0004,151,6,0,0,0,0,2252,38
2026-08-21 14:35:44.238545,O0004,238,10,1,0,0,0,2366,28
2026-08-20 14:35:44.238545,O0004,194,4,0,0,0,0,1978,39
2026-08-19 14:35:44.238545,O0004,151,5,0,0,0,0,2381,27
2026-08-18 14:35:44.238545,O0004,176,8,1,0,0,0,1105,52
2026-08-17 14:35:44.238545,O0004,64,2,0,0,0,0,1679,89
2026-08-16 14:35:44.238545,O0004,201,7,1,0,0,0,2307,84
2026-08-15 14:35:44.238545,O0004,199,6,1,0,0,0,1644,18
2026-08-14 14:35:44.238545,O0004,228,10,1,1,2165,0,1999,15
2026-08-13 14:35:44.238545,O0004,104,4,0,0,0,0,2111,56
2026-08-12 14:35:44.238545,O0004,202,8,0,0,0,0,1152,11
2026-08-11 14:35:44.238545,O0004,197,12,2,0,0,0,2476,34
2026-08-10 14:35:44.238545,O0004,44,1,0,0,0,0,1669,23
2026-08-09 14:35:44.238545,O0004,276,10,2,0,0,0,1812,52
2026-08-08 14:35:44.238545,O0004,112,6,1,0,0,0,2114,36
2026-08-07 14:35:44.238545,O0004,132,3,0,0,0,0,1744,32
2026-08-06 14:35:44.238545,O0004,74,5,0,0,0,0,2446,69
2026-08-05 14:35:44.238545,O0004,150,6,0,0,0,0,2380,56
2026-08-04 14:35:44.238545,O0004,183,5,0,0,0,0,2530,62
2026-08-03 14:35:44.238545,O0004,354,24,3,1,1324,0,1128,70
2026-08-02 14:35:44.238545,O0004,126,5,0,0,0,0,2426,19
2026-08-01 14:35:44.238545,O0004,37,1,0,0,0,0,2067,31
2026-07-31 14:35:44.238545,O0004,131,5,0,0,0,0,1242,35
2026-07-30 14:35:44.238545,O0004,205,2,0,0,0,0,1105,36
2026-07-29 14:35:44.238545,O0004,154,1,0,0,0,0,2014,68
2026-07-28 14:35:44.238545,O0004,99,4,0,0,0,0,1486,89
2026-07-27 14:35:44.238545,O0004,186,10,1,0,0,0,2068,90
2026-07-26 14:35:44.238545,O0004,255,8,2,0,0,0,1411,63
2026-07-25 14:35:44.238545,O0004,225,8,1,0,0,0,2001,12
2026-08-23 14:35:44.238545,O0005,189,3,0,0,0,0,1159,5
2026-08-22 14:35:44.238545,O0005,166,7,0,0,0,0,2187,52
2026-08-21 14:35:44.238545,O0005,33,0,0,0,0,0,2369,87
2026-08-20 14:35:44.238545,O0005,191,13,2,1,1520,0,2465,1
2026-08-19 14:35:44.238545,O0005,261,7,0,0,0,0,2004,44
2026-08-18 14:35:44.238545,O0005,255,9,2,0,0,0,1718,25
2026-08-17 14:35:44.238545,O0005,356,14,2,1,1735,0,2532,37
2026-08-16 14:35:44.238545,O0005,347,15,2,0,0,0,1200,77
2026-08-15 14:35:44.238545,O0005,174,2,0,0,0,0,2343,45
2026-08-14 14:35:44.238545,O0005,191,9,1,0,0,0,2494,17
2026-08-13 14:35:44.238545,O0005,45,0,0,0,0,0,1168,74
2026-08-12 14:35:44.238545,O0005,148,6,1,0,0,0,1459,25
2026-08-11 14:35:44.238545,O0005,255,13,3,0,0,0,1436,32
2026-08-10 14:35:44.238545,O0005,365,7,1,0,0,0,1335,59
2026-08-09 14:35:44.238545,O0005,228,8,2,0,0,0,2481,50
2026-08-08 14:35:44.238545,O0005,339,11,0,1,1028,0,1353,58
2026-08-07 14:35:44.238545,O0005,78,4,0,0,0,0,1860,13
2026-08-06 14:35:44.238545,O0005,133,3,0,0,0,0,2349,28
2026-08-05 14:35:44.238545,O0005,103,2,0,0,0,0,1936,14
2026-08-04 14:35:44.238545,O0005,318,21,2,1,1199,0,2200,17
2026-08-03 14:35:44.238545,O0005,113,5,1,0,0,0,1958,75
2026-08-02 14:35:44.238545,O0005,177,5,0,0,0,0,2360,52
2026-08-01 14:35:44.238545,O0005,247,8,1,0,0,0,1583,46
2026-07-31 14:35:44.238545,O0005,291,15,0,0,0,0,1224,50
2026-07-30 14:35:44.238545,O0005,141,11,2,0,0,0,2457,27
2026-07-29 14:35:44.238545,O0005,103,2,0,0,0,0,1357,100
2026-07-28 14:35:44.238545,O0005,148,5,0,0,0,0,1577,42
2026-07-27 14:35:44.238545,O0005,204,2,0,0,0,0,1366,69
2026-07-26 14:35:44.238545,O0005,179,8,1,0,0,0,1833,100
2026-07-25 14:35:44.238545,O0005,186,9,1,0,0,0,2177,14
2026-08-23 14:35:44.238545,O0006,47,3,0,0,0,0,1981,12
2026-08-22 14:35:44.238545,O0006,191,6,0,0,0,0,2576,27
2026-08-21 14:35:44.238545,O0006,9,0,0,0,0,0,1951,93
2026-08-20 14:35:44.238545,O0006,258,12,1,0,0,0,2506,60
2026-08-19 14:35:44.238545,O0006,335,17,3,1,1763,0,2239,7
2026-08-18 14:35:44.238545,O0006,81,2,0,0,0,0,2462,96
2026-08-17 14:35:44.238545,O0006,2,0,0,0,0,0,1820,13
2026-08-16 14:35:44.238545,O0006,125,4,0,0,0,0,1817,71
2026-08-15 14:35:44.238545,O0006,77,4,0,0,0,0,2373,78
2026-08-14 14:35:44.238545,O0006,127,2,0,0,0,0,1647,3
2026-08-13 14:35:44.238545,O0006,239,14,1,1,1012,0,1393,72
2026-08-12 14:35:44.238545,O0006,161,5,0,0,0,0,2186,27
2026-08-11 14:35:44.238545,O0006,109,5,0,0,0,0,2262,76
2026-08-10 14:35:44.238545,O0006,205,8,1,0,0,0,1267,34
2026-08-09 14:35:44.238545,O0006,91,4,0,0,0,0,2149,14
2026-08-08 14:35:44.238545,O0006,155,7,0,0,0,0,2466,39
2026-08-07 14:35:44.238545,O0006,266,11,1,0,0,0,1532,98
2026-08-06 14:35:44.238545,O0006,224,10,1,0,0,0,1459,16
2026-08-05 14:35:44.238545,O0006,77,4,0,0,0,0,1247,50
2026-08-04 14:35:44.238545,O0006,197,7,2,0,0,0,2279,54
2026-08-03 14:35:44.238545,O0006,53,1,0,0,0,0,1765,21
2026-08-02 14:35:44.238545,O0006,219,4,0,0,0,0,1994,13
2026-08-01 14:35:44.238545,O0006,185,11,1,0,0,0,1795,28
2026-07-31 14:35:44.238545,O0006,152,7,0,0,0,0,1497,99
2026-07-30 14:35:44.238545,O0006,95,5,1,0,0,0,1310,18
2026-07-29 14:35:44.238545,O0006,177,8,1,0,0,0,1462,98
2026-07-28 14:35:44.238545,O0006,110,3,0,0,0,0,2256,82
2026-07-27 14:35:44.238545,O0006,96,2,0,0,0,0,2000,8
2026-07-26 14:35:44.238545,O0006,55,2,0,0,0,0,2139,9
2026-07-25 14:35:44.238545,O0006,143,7,1,0,0,0,2420,11
2026-08-23 14:35:44.238545,O0007,115,6,1,0,0,0,1775,12
2026-08-22 14:35:44.238545,O0007,96,3,0,0,0,0,1407,42
2026-08-21 14:35:44.238545,O0007,295,15,3,0,0,0,2530,84
2026-08-20 14:35:44.238545,O0007,85,4,0,0,0,0,2417,42
2026-08-19 14:35:44.238545,O0007,231,4,0,0,0,0,2178,11
2026-08-18 14:35:44.238545,O0007,122,3,0,0,0,0,1538,43
2026-08-17 14:35:44.238545,O0007,278,9,1,0,0,0,1705,100
2026-08-16 14:35:44.238545,O0007,304,16,3,0,0,0,2455,43
2026-08-15 14:35:44.238545,O0007,269,6,0,0,0,0,2518,98
2026-08-14 14:35:44.238545,O0007,42,0,0,0,0,0,2485,92
2026-08-13 14:35:44.238545,O0007,187,10,1,1,1919,0,1589,39
2026-08-12 14:35:44.238545,O0007,333,11,2,0,0,0,2268,56
2026-08-11 14:35:44.238545,O0007,108,4,0,0,0,0,1508,77
2026-08-10 14:35:44.238545,O0007,224,10,0,0,0,0,1310,91
2026-08-09 14:35:44.238545,O0007,279,4,0,0,0,0,2020,65
2026-08-08 14:35:44.238545,O0007,238,12,2,0,0,0,1815,3
2026-08-07 14:35:44.238545,O0007,102,4,0,0,0,0,1867,28
2026-08-06 14:35:44.238545,O0007,384,17,3,0,0,0,1381,4
2026-08-05 14:35:44.238545,O0007,141,9,1,0,0,0,2060,57
2026-08-04 14:35:44.238545,O0007,33,0,0,0,0,0,2223,93
2026-08-03 14:35:44.238545,O0007,106,3,0,0,0,0,1197,30
2026-08-02 14:35:44.238545,O0007,39,2,0,0,0,0,2322,68
2026-08-01 14:35:44.238545,O0007,287,12,1,0,0,0,1103,78
2026-07-31 14:35:44.238545,O0007,109,6,1,0,0,0,1838,8
2026-07-30 14:35:44.238545,O0007,288,9,1,0,0,0,1899,60
2026-07-29 14:35:44.238545,O0007,265,11,0,1,1731,0,1806,30
2026-07-28 14:35:44.238545,O0007,166,3,0,0,0,0,1373,5
2026-07-27 14:35:44.238545,O0007,130,6,0,0,0,0,2051,89
2026-07-26 14:35:44.238545,O0007,123,5,1,0,0,0,1175,37
2026-07-25 14:35:44.238545,O0007,227,14,2,0,0,0,2155,50
2026-08-23 14:35:44.238545,O0008,103,3,0,0,0,0,2013,77
2026-08-22 14:35:44.238545,O0008,169,5,0,0,0,0,1822,78
2026-08-21 14:35:44.238545,O0008,252,10,3,0,0,0,2474,81
2026-08-20 14:35:44.238545,O0008,90,4,0,0,0,0,1392,77
2026-08-19 14:35:44.238545,O0008,137,3,0,0,0,0,1850,46
2026-08-18 14:35:44.238545,O0008,93,4,0,0,0,0,1861,56
2026-08-17 14:35:44.238545,O0008,189,3,0,0,0,0,1670,31
2026-08-16 14:35:44.238545,O0008,199,7,1,0,0,0,1341,33
2026-08-15 14:35:44.238545,O0008,201,3,0,0,0,0,2105,25
2026-08-14 14:35:44.238545,O0008,306,18,0,1,1911,0,2496,40
2026-08-13 14:35:44.238545,O0008,110,2,0,0,0,0,1422,91
2026-08-12 14:35:44.238545,O0008,144,2,0,0,0,0,1348,25
2026-08-11 14:35:44.238545,O0008,197,5,0,0,0,0,1855,59
2026-08-10 14:35:44.238545,O0008,217,4,0,0,0,0,1915,91
2026-08-09 14:35:44.238545,O0008,158,3,0,0,0,0,1356,40
2026-08-08 14:35:44.238545,O0008,118,3,0,0,0,0,2410,75
2026-08-07 14:35:44.238545,O0008,277,20,0,1,1113,0,2161,19
2026-08-06 14:35:44.238545,O0008,162,7,1,0,0,0,1681,10
2026-08-05 14:35:44.238545,O0008,179,10,1,0,0,0,2358,68
2026-08-04 14:35:44.238545,O0008,287,14,1,0,0,0,2449,79
2026-08-03 14:35:44.238545,O0008,157,3,0,0,0,0,1266,5
2026-08-02 14:35:44.238545,O0008,326,10,1,0,0,0,1953,79
2026-08-01 14:35:44.238545,O0008,112,2,0,0,0,0,2089,31
2026-07-31 14:35:44.238545,O0008,226,4,0,0,0,0,1423,56
2026-07-30 14:35:44.238545,O0008,93,4,0,0,0,0,1753,93
2026-07-29 14:35:44.238545,O0008,262,10,0,0,0,0,2250,13
2026-07-28 14:35:44.238545,O0008,137,7,1,0,0,0,1203,37
2026-07-27 14:35:44.238545,O0008,349,10,0,0,0,0,1770,73
2026-07-26 14:35:44.238545,O0008,169,5,1,0,0,0,2121,39
2026-07-25 14:35:44.238545,O0008,140,5,0,0,0,0,1540,74
2026-08-23 14:35:44.238545,O0009,0,0,0,0,0,0,1507,77
2026-08-22 14:35:44.238545,O0009,74,2,0,0,0,0,2070,66
2026-08-21 14:35:44.238545,O0009,61,2,0,0,0,0,1752,20
2026-08-20 14:35:44.238545,O0009,82,4,0,0,0,0,2143,68
2026-08-19 14:35:44.238545,O0009,64,2,0,0,0,0,2479,14
2026-08-18 14:35:44.238545,O0009,298,11,2,0,0,0,2388,3
2026-08-17 14:35:44.238545,O0009,122,4,0,0,0,0,2282,29
2026-08-16 14:35:44.238545,O0009,158,3,0,0,0,0,1878,18
2026-08-15 14:35:44.238545,O0009,209,6,0,0,0,0,1138,56
2026-08-14 14:35:44.238545,O0009,159,7,0,0,0,0,2065,94
2026-08-13 14:35:44.238545,O0009,160,2,0,0,0,0,2079,67
2026-08-12 14:35:44.238545,O0009,18,1,0,0,0,0,1825,86
2026-08-11 14:35:44.238545,O0009,199,3,0,0,0,0,2091,24
2026-08-10 14:35:44.238545,O0009,250,9,1,1,1609,0,2543,26
2026-08-09 14:35:44.238545,O0009,141,3,0,0,0,0,1660,36
2026-08-08 14:35:44.238545,O0009,277,15,0,1,1706,0,1399,37
2026-08-07 14:35:44.238545,O0009,396,19,5,1,2343,0,2081,27
2026-08-06 14:35:44.238545,O0009,213,12,2,0,0,0,1323,78
2026-08-05 14:35:44.238545,O0009,176,5,1,0,0,0,2406,29
2026-08-04 14:35:44.238545,O0009,267,12,1,0,0,0,1110,70
2026-08-03 14:35:44.238545,O0009,232,8,0,0,0,0,2077,83
2026-08-02 14:35:44.238545,O0009,252,19,2,1,1183,0,1575,68
2026-08-01 14:35:44.238545,O0009,167,1,0,0,0,0,1460,4
2026-07-31 14:35:44.238545,O0009,270,10,0,0,0,0,1176,1
2026-07-30 14:35:44.238545,O0009,143,8,1,0,0,0,2413,69
2026-07-29 14:35:44.238545,O0009,0,0,0,0,0,0,1494,14
2026-07-28 14:35:44.238545,O0009,109,6,0,0,0,0,1790,37
2026-07-27 14:35:44.238545,O0009,42,1,0,0,0,0,1975,65
2026-07-26 14:35:44.238545,O0009,137,7,2,0,0,0,1762,31
2026-07-25 14:35:44.238545,O0009,268,10,1,0,0,0,1718,74
2026-08-23 14:35:44.238545,O0010,249,4,0,0,0,0,2176,57
2026-08-22 14:35:44.238545,O0010,96,3,0,0,0,0,2135,25
2026-08-21 14:35:44.238545,O0010,133,4,0,0,0,0,2493,26
2026-08-20 14:35:44.238545,O0010,158,3,0,0,0,0,2028,16
2026-08-19 14:35:44.238545,O0010,80,3,0,0,0,0,2581,2
2026-08-18 14:35:44.238545,O0010,48,2,0,0,0,0,1967,44
2026-08-17 14:35:44.238545,O0010,145,3,0,0,0,0,1164,36
2026-08-16 14:35:44.238545,O0010,50,2,0,0,0,0,1960,47
2026-08-15 14:35:44.238545,O0010,268,10,2,0,0,0,1264,87
2026-08-14 14:35:44.238545,O0010,358,11,2,1,1242,0,2200,50
2026-08-13 14:35:44.238545,O0010,37,1,0,0,0,0,1711,59
2026-08-12 14:35:44.238545,O0010,127,2,0,0,0,0,2043,44
2026-08-11 14:35:44.238545,O0010,212,10,2,0,0,0,2452,53
2026-08-10 14:35:44.238545,O0010,21,0,0,0,0,0,1306,76
2026-08-09 14:35:44.238545,O0010,298,13,2,0,0,0,1923,56
2026-08-08 14:35:44.238545,O0010,186,9,1,0,0,0,1692,29
2026-08-07 14:35:44.238545,O0010,238,4,0,0,0,0,1756,30
2026-08-06 14:35:44.238545,O0010,164,7,0,0,0,0,1663,7
2026-08-05 14:35:44.238545,O0010,67,2,0,0,0,0,1974,71
2026-08-04 14:35:44.238545,O0010,0,0,0,0,0,0,1752,89
2026-08-03 14:35:44.238545,O0010,135,5,0,0,0,0,1593,28
2026-08-02 14:35:44.238545,O0010,135,8,1,0,0,0,1945,53
2026-08-01 14:35:44.238545,O0010,134,4,0,0,0,0,1261,57
2026-07-31 14:35:44.238545,O0010,202,6,0,0,0,0,1872,86
2026-07-30 14:35:44.238545,O0010,159,5,1,0,0,0,2583,85
2026-07-29 14:35:44.238545,O0010,84,2,0,0,0,0,1533,24
2026-07-28 14:35:44.238545,O0010,223,8,1,0,0,0,2524,77
2026-07-27 14:35:44.238545,O0010,154,3,0,0,0,0,1879,59
2026-07-26 14:35:44.238545,O0010,96,3,0,0,0,0,2054,12
2026-07-25 14:35:44.238545,O0010,226,3,0,0,0,0,1859,40
2026-08-23 14:35:44.238545,O0011,0,0,0,0,0,0,2173,4
2026-08-22 14:35:44.238545,O0011,198,6,1,0,0,0,1944,17
2026-08-21 14:35:44.238545,O0011,215,6,0,0,0,0,2033,47
2026-08-20 14:35:44.238545,O0011,299,14,3,0,0,0,2099,2
2026-08-19 14:35:44.238545,O0011,293,11,2,0,0,0,2197,36
2026-08-18 14:35:44.238545,O0011,343,14,1,0,0,0,1319,12
2026-08-17 14:35:44.238545,O0011,113,4,0,0,0,0,1647,50
2026-08-16 14:35:44.238545,O0011,380,22,2,1,2427,0,2500,10
2026-08-15 14:35:44.238545,O0011,78,1,0,0,0,0,1872,70
2026-08-14 14:35:44.238545,O0011,53,2,0,0,0,0,2420,100
2026-08-13 14:35:44.238545,O0011,58,4,1,0,0,0,1570,27
2026-08-12 14:35:44.238545,O0011,292,7,0,0,0,0,2501,35
2026-08-11 14:35:44.238545,O0011,273,7,2,0,0,0,1132,26
2026-08-10 14:35:44.238545,O0011,51,1,0,0,0,0,1712,20
2026-08-09 14:35:44.238545,O0011,72,2,0,0,0,0,1779,49
2026-08-08 14:35:44.238545,O0011,181,5,1,0,0,0,1808,6
2026-08-07 14:35:44.238545,O0011,233,10,2,0,0,0,2319,50
2026-08-06 14:35:44.238545,O0011,258,9,0,0,0,0,2104,29
2026-08-05 14:35:44.238545,O0011,47,3,0,0,0,0,1878,10
2026-08-04 14:35:44.238545,O0011,190,5,0,0,0,0,1415,48
2026-08-03 14:35:44.238545,O0011,149,2,0,0,0,0,1287,0
2026-08-02 14:35:44.238545,O0011,271,9,1,0,0,0,1483,55
2026-08-01 14:35:44.238545,O0011,71,3,0,0,0,0,2235,11
2026-07-31 14:35:44.238545,O0011,50,1,0,0,0,0,1894,99
2026-07-30 14:35:44.238545,O0011,346,19,5,0,0,0,2167,21
2026-07-29 14:35:44.238545,O0011,158,4,0,0,0,0,1229,21
2026-07-28 14:35:44.238545,O0011,93,4,0,0,0,0,1605,92
2026-07-27 14:35:44.238545,O0011,94,2,0,0,0,0,1113,50
2026-07-26 14:35:44.238545,O0011,118,6,1,0,0,0,1981,83
2026-07-25 14:35:44.238545,O0011,228,8,0,1,1411,0,1463,50
2026-08-23 14:35:44.238545,O0012,179,8,0,0,0,0,2324,61
2026-08-22 14:35:44.238545,O0012,83,2,0,0,0,0,2213,4
2026-08-21 14:35:44.238545,O0012,201,5,1,0,0,0,1274,13
2026-08-20 14:35:44.238545,O0012,195,3,0,0,0,0,2253,82
2026-08-19 14:35:44.238545,O0012,139,3,0,0,0,0,1316,1
2026-08-18 14:35:44.238545,O0012,231,10,1,0,0,0,2278,28
2026-08-17 14:35:44.238545,O0012,95,4,0,0,0,0,1408,44
2026-08-16 14:35:44.238545,O0012,283,11,1,1,1175,0,2595,18
2026-08-15 14:35:44.238545,O0012,132,6,1,0,0,0,2075,12
2026-08-14 14:35:44.238545,O0012,51,2,0,0,0,0,1335,2
2026-08-13 14:35:44.238545,O0012,255,5,0,0,0,0,2156,22
2026-08-12 14:35:44.238545,O0012,103,3,0,0,0,0,2389,23
2026-08-11 14:35:44.238545,O0012,231,13,1,1,1404,0,1979,49
2026-08-10 14:35:44.238545,O0012,242,9,1,0,0,0,2282,13
2026-08-09 14:35:44.238545,O0012,214,4,0,0,0,0,1637,85
2026-08-08 14:35:44.238545,O0012,251,6,0,0,0,0,1903,75
2026-08-07 14:35:44.238545,O0012,243,11,1,0,0,0,2545,38
2026-08-06 14:35:44.238545,O0012,284,8,1,0,0,0,1725,14
2026-08-05 14:35:44.238545,O0012,236,14,1,0,0,0,2277,49
2026-08-04 14:35:44.238545,O0012,87,4,0,0,0,0,2236,21
2026-08-03 14:35:44.238545,O0012,130,5,0,0,0,0,1835,1
2026-08-02 14:35:44.238545,O0012,120,4,0,0,0,0,2113,52
2026-08-01 14:35:44.238545,O0012,142,3,0,0,0,0,2257,3
2026-07-31 14:35:44.238545,O0012,198,5,1,0,0,0,1444,99
2026-07-30 14:35:44.238545,O0012,37,1,0,0,0,0,2272,14
2026-07-29 14:35:44.238545,O0012,167,9,2,0,0,0,2572,56
2026-07-28 14:35:44.238545,O0012,0,0,0,0,0,0,1709,4
2026-07-27 14:35:44.238545,O0012,100,4,0,0,0,0,1585,26
2026-07-26 14:35:44.238545,O0012,224,4,0,0,0,0,1976,21
2026-07-25 14:35:44.238545,O0012,62,1,0,0,0,0,1818,68
2026-08-23 14:35:44.238545,O0013,119,3,0,0,0,0,1925,65
2026-08-22 14:35:44.238545,O0013,179,3,0,0,0,0,1770,74
2026-08-21 14:35:44.238545,O0013,335,13,1,0,0,0,2400,85
2026-08-20 14:35:44.238545,O0013,122,1,0,0,0,0,1533,63
2026-08-19 14:35:44.238545,O0013,160,10,1,0,0,0,2093,100
2026-08-18 14:35:44.238545,O0013,104,6,1,0,0,0,1133,15
2026-08-17 14:35:44.238545,O0013,227,8,0,0,0,0,1514,88
2026-08-16 14:35:44.238545,O0013,336,7,0,0,0,0,1291,83
2026-08-15 14:35:44.238545,O0013,156,6,0,0,0,0,1911,80
2026-08-14 14:35:44.238545,O0013,132,8,1,0,0,0,1294,0
2026-08-13 14:35:44.238545,O0013,188,8,0,0,0,0,1119,1
2026-08-12 14:35:44.238545,O0013,124,1,0,0,0,0,2078,9
2026-08-11 14:35:44.238545,O0013,185,8,1,0,0,0,1712,17
2026-08-10 14:35:44.238545,O0013,57,3,0,0,0,0,1392,8
2026-08-09 14:35:44.238545,O0013,168,6,0,0,0,0,1536,80
